id,cluster,number
tt0087072,5,0
tt1606378,2,0
tt0304328,2,0
tt0094783,2,0
tt0092494,2,0
tt0303321,2,0
tt0408985,4,0
tt0408985,1,0
tt0408985,0,0
tt0281322,2,0
tt0368580,2,0
tt0100684,2,0
tt0374803,0,0
tt0374803,5,0
tt0095489,6,0
tt0462590,4,0
tt0462590,3,0
tt0086393,2,0
tt0096180,2,0
tt0308506,6,0
tt2140383,1,0
tt2140383,2,0
tt0436857,2,1
tt0283509,0,0
tt0283509,1,0
tt0162983,0,0
tt1972779,0,0
tt1972779,0,0
tt3121332,2,0
tt1586265,2,0
tt0108596,2,0
tt0359013,2,0
tt0113808,2,0
tt1343362,2,0
tt0099310,2,0
tt3704538,2,0
tt1650062,2,1
tt0419081,2,1
tt0116151,6,0
tt0116151,5,0
tt1694020,0,0
tt1694020,0,0
tt1872194,2,1
tt1684233,3,1
tt1684233,4,1
tt4265396,0,0
tt4265396,0,0
tt0325537,2,0
tt0092537,0,0
tt0092537,2,0
tt0104541,2,0
tt0093629,5,0
tt0303282,2,0
tt0107048,4,0
tt0107048,1,0
tt0087884,0,0
tt0151568,1,0
tt0151568,5,0
tt0151568,1,0
tt0151568,2,0
tt0096037,2,0
tt1185376,3,0
tt1185376,0,0
tt1003113,2,0
tt2125490,0,0
tt2821088,2,0
tt0094608,6,0
tt0089881,2,1
tt1327035,0,0
tt0350194,3,0
tt0185711,0,0
tt0421250,2,0
tt3091552,2,0
tt1462054,1,0
tt1462054,2,0
tt1945062,2,0
tt0372321,2,1
tt3163908,2,0
tt1612279,2,0
tt0365885,0,0
tt0365885,0,0
tt0118632,4,0
tt1055369,2,0
tt2096672,4,0
tt2096672,1,0
tt2096672,1,0
tt2096672,5,0
tt2096672,2,0
tt0141974,4,0
tt0360916,5,0
tt0388500,2,0
tt0388500,1,0
tt0388500,1,0
tt1462901,2,1
tt0462396,2,0
tt0100928,2,0
tt0120434,2,0
tt3072636,2,0
tt2049589,0,0
tt0914845,2,0
tt0285742,2,1
tt4425258,2,0
tt1817081,0,0
tt1817081,0,0
tt1922748,0,1
tt1922748,0,1
tt0318649,2,0
tt0479952,0,0
tt0479952,5,0
tt0479952,0,0
tt1034032,2,0
tt0405325,2,0
tt0363589,3,0
tt0363589,4,0
tt0096976,1,0
tt0096976,2,0
tt0118829,1,0
tt0118829,2,0
tt0367089,0,0
tt1133985,2,0
tt0092721,2,0
tt0099674,2,0
tt0110722,2,0
tt2106739,3,0
tt2106739,4,0
tt3110272,1,0
tt3110272,6,0
tt0097659,0,0
tt0116353,2,0
tt0110044,2,0
tt1792647,0,0
tt1792647,2,0
tt0840019,2,0
tt0785006,1,1
tt0785006,1,1
tt0785006,2,1
tt0116421,0,0
tt0212827,2,0
tt0086998,2,0
tt2582802,2,0
tt1413493,6,0
tt0117071,0,0
tt0111400,2,1
tt2186663,2,1
tt1655442,2,0
tt0433442,2,0
tt0267248,2,0
tt3612616,4,0
tt0473700,3,0
tt0424880,1,0
tt0424880,0,0
tt0424880,1,0
tt0424880,5,0
tt0098230,2,0
tt0116409,2,0
tt0107504,2,1
tt1891757,0,0
tt0090678,2,0
tt0103776,2,1
tt3605418,2,0
tt1196134,2,0
tt0195714,2,0
tt0289408,1,0
tt0289408,2,0
tt0110939,2,0
tt1037705,4,0
tt3164256,5,0
tt3164256,1,0
tt3164256,6,0
tt0090693,2,0
tt0110093,6,0
tt0110093,1,0
tt0110093,2,0
tt0280438,3,0
tt0100280,6,0
tt0100280,3,0
tt0100280,2,0
tt0347167,2,0
tt0762138,4,0
tt0762138,2,0
tt0117924,4,0
tt0117924,1,0
tt0117924,1,0
tt0095927,4,0
tt0257360,6,0
tt0977662,4,0
tt0977662,0,0
tt2528814,0,1
tt1490017,2,0
tt3165612,2,0
tt0251739,1,0
tt0251739,1,0
tt0251739,1,0
tt0251739,2,0
tt0427392,4,0
tt1059786,2,0
tt0830515,1,0
tt0830515,6,0
tt0354899,2,0
tt0134119,2,0
tt0206113,0,0
tt0206113,0,0
tt0090863,2,0
tt0117918,0,0
tt0117918,0,0
tt0382561,0,0
tt0382561,5,0
tt3722070,0,0
tt0834001,2,0
tt0264796,0,0
tt0108186,4,0
tt0119934,2,0
tt0969307,6,0
tt0969307,6,0
tt2076220,2,1
tt0304711,2,0
tt0108187,1,0
tt1185834,4,0
tt1185834,3,0
tt1185834,3,0
tt0137363,2,0
tt0444608,2,0
tt0444608,3,0
tt2510434,6,0
tt0103978,0,0
tt0328589,3,0
tt0328589,1,0
tt0328589,4,0
tt0762111,4,0
tt1477855,4,0
tt0120179,0,0
tt0120179,2,0
tt0406375,4,0
tt0406375,2,0
tt0318462,0,0
tt0318462,6,0
tt0318462,2,0
tt0120151,2,0
tt0100281,2,0
tt0357413,2,0
tt0101821,2,1
tt1152836,2,1
tt1152822,6,0
tt1152822,6,0
tt0120623,4,0
tt1321860,2,0
tt0139414,2,0
tt0166110,2,0
tt0102469,2,1
tt4572856,2,0
tt1687277,2,0
tt1099212,2,0
tt0097116,4,0
tt0097116,4,0
tt0097116,2,0
tt2409818,2,0
tt0097670,2,0
tt0101606,2,1
tt0401383,2,0
tt0107277,2,0
tt1403865,4,0
tt1403865,1,0
tt0833960,2,0
tt2918436,6,0
tt0120804,2,0
tt1300851,2,0
tt1307858,2,1
tt1130080,6,0
tt0327679,1,0
tt0327679,2,0
tt1324059,2,0
tt0098219,2,0
tt2231138,2,0
tt0785007,3,0
tt0785007,0,0
tt0785007,2,0
tt0785007,0,0
tt0305396,4,0
tt0305396,3,0
tt0085248,0,0
tt0085248,2,0
tt0181984,6,0
tt0086999,2,0
tt0327137,4,0
tt1385867,5,0
tt1385867,2,0
tt0110737,2,0
tt0120838,0,1
tt0120838,0,1
tt2461226,2,0
tt0097880,6,0
tt0100530,2,0
tt1334510,3,0
tt0104030,4,0
tt0106627,2,0
tt0233142,2,1
tt0119707,6,0
tt0962736,0,0
tt0962736,0,0
tt1175709,4,0
tt1175709,6,0
tt0770703,6,0
tt2109184,2,1
tt0151582,2,1
tt1478964,2,0
tt0094812,2,0
tt1027729,2,0
tt1127715,0,0
tt1127715,1,0
tt1127715,2,0
tt0116839,0,0
tt0116839,0,0
tt0378194,2,0
tt0970468,2,0
tt0218112,0,0
tt2217458,5,0
tt2217458,0,0
tt1462900,4,0
tt0398712,2,0
tt0382992,0,0
tt0382992,0,0
tt0120347,2,0
tt0337697,4,0
tt0185937,0,0
tt0097499,2,0
tt0096787,2,0
tt0347416,1,0
tt0347416,5,0
tt0347416,5,0
tt2201548,6,0
tt0236576,4,0
tt0236576,0,0
tt0236576,0,0
tt0091003,0,0
tt0101404,5,0
tt2096673,2,0
tt0097314,0,0
tt0117500,2,0
tt0105104,2,0
tt0093166,2,1
tt0143145,0,0
tt1078588,2,0
tt0427152,0,0
tt0427152,1,0
tt0254481,2,1
tt0492931,2,0
tt0089880,4,0
tt0101410,2,0
tt1462041,2,0
tt0095271,2,1
tt1872181,2,0
tt0881320,2,0
tt0089670,5,0
tt0089670,2,0
tt1977953,3,1
tt1977953,3,1
tt1977953,5,1
tt1977953,6,1
tt1977953,5,1
tt0460557,5,0
tt1433540,4,0
tt1433540,6,0
tt0114753,0,1
tt0114753,0,1
tt0097328,2,0
tt0091981,5,0
tt0091981,6,0
tt0120390,2,0
tt0099305,5,0
tt0099305,6,0
tt0099305,2,0
tt0331225,2,0
tt3892618,2,0
tt3595298,6,0
tt3595298,5,0
tt0808510,1,0
tt0808510,1,0
tt0113028,0,0
tt0113028,2,0
tt0322259,2,0
tt2062645,4,1
tt0406759,2,1
tt2309048,2,0
tt0098184,2,0
tt0114814,0,0
tt0114814,5,0
tt0290212,6,0
tt0290212,3,0
tt0468094,2,0
tt0125439,4,0
tt0125439,1,0
tt0125439,1,0
tt0125439,4,0
tt2821880,2,0
tt0303334,5,0
tt0303334,6,0
tt0091188,2,0
tt2466830,0,0
tt0087932,2,0
tt0100691,2,0
tt0091836,5,0
tt0091836,2,0
tt0107840,1,1
tt0107840,4,1
tt0107840,0,1
tt1616195,2,0
tt0095488,2,0
tt3175038,1,0
tt3175038,2,0
tt0473488,2,0
tt1274295,2,0
tt1606392,2,0
tt0100685,2,0
tt2025526,2,0
tt1482980,1,0
tt1482980,4,0
tt1482980,2,0
tt0112281,2,0
tt0095311,2,0
tt0829482,5,0
tt0372532,0,0
tt0098635,2,0
tt0234215,2,1
tt0118747,2,0
tt0098153,6,0
tt0220506,2,0
tt0113612,2,0
tt3836958,2,0
tt0091605,2,0
tt0086379,2,0
tt0098621,2,0
tt0119303,2,0
tt0106223,2,0
tt0102045,6,1
tt0094033,2,0
tt0180052,0,1
tt0180052,0,1
tt0100134,2,0
tt1053889,0,0
tt1053889,0,0
tt0109676,2,0
tt0791304,1,0
tt0791304,4,0
tt0119465,2,1
tt0116756,2,1
tt0096156,6,0
tt0096156,6,0
tt0096156,2,0
tt0126859,2,0
tt2005153,4,0
tt2005153,0,0
tt1230414,3,0
tt1230414,3,0
tt1230414,5,0
tt0190255,0,0
tt0190255,2,0
tt0489281,2,0
tt0094027,6,0
tt0323033,2,0
tt0110455,2,0
tt0086423,2,1
tt0120596,4,0
tt0128445,2,0
tt0118586,6,0
tt0118586,0,0
tt0198386,2,0
tt0101969,5,1
tt0101969,3,1
tt1790864,2,0
tt0338188,0,0
tt1237838,2,0
tt0145681,2,0
tt3966404,1,0
tt3966404,5,0
tt0313443,2,0
tt0094594,2,1
tt4296800,2,0
tt0160401,2,0
tt0257215,2,0
tt0181833,4,0
tt0997185,3,0
tt0997185,3,0
tt0997185,0,0
tt1335975,2,0
tt0132347,4,0
tt0104839,0,0
tt1634122,2,0
tt0093589,5,0
tt0212985,2,0
tt1753813,2,0
tt0120757,4,0
tt0120757,1,0
tt0097937,6,0
tt0116583,6,0
tt0116583,2,0
tt0104187,4,0
tt0768212,2,0
tt0095675,6,0
tt0093204,6,0
tt0093204,5,0
tt0093204,6,0
tt0093204,2,0
tt0401591,2,0
tt0117110,2,0
tt2062484,2,0
tt3993894,0,0
tt2332579,2,0
tt0113362,0,1
tt0113362,0,1
tt0095107,2,0
tt0117104,0,0
tt0117104,0,0
tt0272730,5,0
tt0087265,5,0
tt0087265,2,0
tt0138681,1,0
tt0138681,2,0
tt0103617,6,0
tt0487092,6,1
tt3832914,2,1
tt0099073,3,0
tt0099073,3,0
tt0099073,2,0
tt0096340,6,0
tt0095649,5,0
tt0095649,4,0
tt0095649,6,0
tt0095649,6,0
tt1540814,4,0
tt1540814,1,0
tt1334470,2,0
tt0375063,2,0
tt0375063,3,0
tt0120780,2,0
tt0096426,2,0
tt0431308,1,0
tt0431308,2,0
tt0120794,3,0
tt0120794,3,0
tt0120794,0,0
tt0110657,2,0
tt2140619,4,0
tt0109306,0,0
tt0109306,0,0
tt0119115,5,0
tt1907668,4,0
tt1386588,4,0
tt0095665,2,0
tt2265431,1,0
tt2265431,0,0
tt0117666,2,1
tt0401581,4,0
tt0087507,2,1
tt1361313,0,0
tt0099739,2,0
tt0086619,6,0
tt0953896,5,0
tt0953896,5,0
tt2238050,1,0
tt2238050,1,0
tt2238050,3,0
tt0279113,5,0
tt0279113,2,0
tt0087513,5,0
tt0346491,1,0
tt0346491,5,0
tt0346491,6,0
tt0346491,0,0
tt0493949,1,0
tt0493949,5,0
tt0119887,4,0
tt0119887,1,0
tt0118541,1,0
tt0118541,6,0
tt0118541,6,0
tt0096378,6,0
tt0436339,6,0
tt0436339,0,0
tt0088146,0,0
tt0361748,4,0
tt1714209,3,0
tt1714209,6,0
tt0093200,2,0
tt2180411,2,0
tt0086143,6,0
tt0086143,2,0
tt1702443,4,0
tt1702443,2,0
tt2752724,0,0
tt1458939,2,0
tt0281680,1,0
tt0281680,2,0
tt1568150,2,0
tt0362269,5,0
tt0362269,2,0
tt2239400,0,0
tt0112722,2,0
tt0114435,2,1
tt0476053,4,0
tt0476053,1,0
tt0120784,2,0
tt0117128,0,0
tt0092644,2,0
tt0373416,2,0
tt0095895,0,0
tt0322659,0,0
tt0089264,4,1
tt0891527,5,0
tt0099077,0,0
